subject_id,convo_id,context_text,fb0_name,fb1_name,fb2_name,context_matching_feedback,best_pair,energy_polarity_surprisal
66b2c7262f4631f5eea8e729,fe_03_04537_1_255,yeah oh yeah because i mean well you know we get we get a lot of uh there there's a good spread of people there more than i thought would be um we get a lot of a lot of a lot of students from out of the country,fe_03_04537,fe_03_03531,fe_03_05213,"{'fb0.wav': '4', 'fb1.wav': '2', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '1', 'polarity': '1', 'surprisal': '4'}}"
66b2c7262f4631f5eea8e729,fe_03_00193_1_118,definitely get grouchy and fed up with it but um and another reason is because it uh brings uh most of the family together every year cause we're all over the place and i'm one of seven kids,fe_03_00193,fe_03_05681,fe_03_03427,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '3'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
66b2c7262f4631f5eea8e729,fe_03_05734_1_37,i i almost think they are because uh i got the impression that my first call was with a person on their first call the second call was with a person on their second call,fe_03_05734,fe_03_02754,fe_03_02469,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '2'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}}"
66b2c7262f4631f5eea8e729,fe_03_01970_0_228,now somebody can be lucky and i guess i was lucky because i only had twenty five hundred dollars that's now worth two hundred and fifty but ah i was talking to my stock broker and he said he has clients that just worked for ipalco you know for their entire life and that was their ah retirement and they came in with he had one client who came in with a quarter of a mill that's now worth twenty five hundred dollars,fe_03_01970,fe_03_03017,fe_03_05517,"{'fb0.wav': '5', 'fb1.wav': '2', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '1', 'polarity': '2', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '2', 'surprisal': '3'}}"
67dca3ca8f388d1638a68ad9,fe_03_00300_0_106,yes and you'd like to attribute that to them getting a little better so they are a little faster at going through everything but i mean they're not screening everyone in every step of the way and that would really be the only way to,fe_03_00300,fe_03_04323,fe_03_04065,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb2.wav': {'energy': '3', 'polarity': '2', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_05612_0_192,yeah if i failed seventy seventy percent of of the stuff that i would do i'd get kicked out of my job,fe_03_05612,fe_03_03034,fe_03_02550,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '1'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '3'}}"
67dca3ca8f388d1638a68ad9,fe_03_02032_1_151,love to m- meet him i in fact i had some poems i was i wro- wrote for him but they wouldn't accept it,fe_03_02032,fe_03_03451,fe_03_05322,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '1'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '3'}, 'fb2.wav': {'energy': '1', 'polarity': '2', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_05048_1_407,three four levels above everybody else so i guess they were entitled to their money but i i don't begrudge any of 'em the money i i like i said don't think they're worth it,fe_03_05048,fe_03_05729,fe_03_05680,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '2', 'surprisal': '1'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_02267_0_150,and then you sip it slowly and if you need to take something else in between you don't want to take it too fast induce any coughing or choking 'cause it's powerful and then you can you can you know eat food in between ah it sips or whatever or some or some other drink,fe_03_02267,fe_03_01979,fe_03_04424,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '3', 'surprisal': '5'}, 'fb2.wav': {'energy': '1', 'polarity': '4', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_01919_1_494,my husband he works fulltime he's a welder so he works out in the sun and and he works so hard and me i've been a you know stay at home mom probably for about ten years,fe_03_01919,fe_03_02302,fe_03_04354,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '1'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '1', 'polarity': '1', 'surprisal': '4'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_05259_1_357,yeah that you know i d- i don't think that would ever work so you know you know yeah if if it was just a regular guy,fe_03_05259,fe_03_04787,fe_03_04515,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '1'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '1', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '2', 'polarity': '1', 'surprisal': '5'}}"
67dca3ca8f388d1638a68ad9,fe_03_03652_0_258,exactly and it's just i don't know it's just ridiculous how our economy is and the cost that they expect everybody to be able to afford the cost of living in today when i mean families can't even put food on the table,fe_03_03652,fe_03_02508,fe_03_00618,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '1'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '1', 'surprisal': '1'}, 'fb1.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}, 'fb2.wav': {'energy': '1', 'polarity': '2', 'surprisal': '4'}}"
67dca3ca8f388d1638a68ad9,fe_03_03744_0_40,the reason i was asking is because you know how certain states have different wages you know,fe_03_03744,fe_03_05513,fe_03_01565,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '4'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '1', 'surprisal': '2'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_03741_0_201,that's like real uh you i'm i'm pretty sure that's probably you know at the poverty level i mean i know it should be increased but i don't i couldn't like say you know what's a good amount to increase it to,fe_03_03741,fe_03_01174,fe_03_01043,"{'fb0.wav': '5', 'fb1.wav': '1', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '2', 'surprisal': '1'}, 'fb1.wav': {'energy': '1', 'polarity': '1', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_00294_0_265,well i'm finishing my master's and then uh my phd will come after that but i'm still in the i'm s i'm in the phd program but i'm finishing up my masters,fe_03_00294,fe_03_00554,fe_03_05455,"{'fb0.wav': '5', 'fb1.wav': '1', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '3'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '1'}, 'fb2.wav': {'energy': '1', 'polarity': '3', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_04406_0_472,you know the lord's good i mean he he put us in touch with the um an attorney that's done our corporation so far for free,fe_03_04406,fe_03_03056,fe_03_04738,"{'fb0.wav': '5', 'fb1.wav': '1', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '2'}, 'fb1.wav': {'energy': '2', 'polarity': '3', 'surprisal': '2'}, 'fb2.wav': {'energy': '1', 'polarity': '2', 'surprisal': '5'}}"
67dca3ca8f388d1638a68ad9,fe_03_04829_0_482,yeah well once again any in in any situation where i feel i don't have control i have i you know i experience anxiety,fe_03_04829,fe_03_03951,fe_03_01223,"{'fb0.wav': '1', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb2.wav': {'energy': '2', 'polarity': '1', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_04692_1_485,cool yeah when i go home especially during the summer it's ah my parents feed me well from stuff from the garden you know they take a lot of pride in it and so it's a and plus it's good it's really good,fe_03_04692,fe_03_04715,fe_03_03473,"{'fb0.wav': '1', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '3', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}, 'fb2.wav': {'energy': '2', 'polarity': '5', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_01164_1_112,yeah that yeah that's right well i i think i would do things more differently fair fairly recently than a long time ago,fe_03_01164,fe_03_00230,fe_03_01359,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '1', 'surprisal': '3'}, 'fb1.wav': {'energy': '1', 'polarity': '2', 'surprisal': '1'}, 'fb2.wav': {'energy': '1', 'polarity': '1', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_03713_0_592,um my brother thought they were gonna be in financial ruins but if you have a cas- a catastrophic loss like that the state comes in and pays for it,fe_03_03713,fe_03_05164,fe_03_05093,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '4'}, 'fb1.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}, 'fb2.wav': {'energy': '1', 'polarity': '1', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_00191_0_170,for me they'd be uh some wayne or some hane and you,fe_03_00191,fe_03_01454,fe_03_01922,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '1', 'surprisal': '2'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_01494_1_258,yes because you can wa- because you can watch one channel they say any something and then you watch the next channel and they're talking about the same thing but it's changed,fe_03_01494,fe_03_02163,fe_03_03656,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '1'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_04474_0_204,they really don't see the value of it which is why i think a lot of them want to leave and get out of it as soon as possible,fe_03_04474,fe_03_04584,fe_03_03078,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '2', 'polarity': '4', 'surprisal': '1'}}"
67dca3ca8f388d1638a68ad9,fe_03_01708_0_169,well i think there are lots of um components to ah you know the al qaeda network and there may be other terrorist groups not necessarily connected in fighting them and fighting their way of course it's not a question of invading another country with a huge army and everything else to to ah knock it off it's it's a long slow undercover,fe_03_01708,fe_03_03146,fe_03_02501,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '2', 'polarity': '3', 'surprisal': '2'}}"
67dca3ca8f388d1638a68ad9,fe_03_02622_1_405,what happened throughout history was uh you know like this has happened before,fe_03_02622,fe_03_04032,fe_03_02282,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '2', 'surprisal': '2'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '2', 'polarity': '5', 'surprisal': '5'}}"
67a517b3ce9ad5ca6839e028,fe_03_04305_0_161,that was another thing that ah i wasn't really asked if i wanted to come here or not but i was already an adult so it was a little bit difficult for me in a few years the first few years in america it was difficult for me but right now i i'm feel like i'm more or less adjusted to this lifestyle,fe_03_04305,fe_03_04782,fe_03_04731,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '2'}, 'fb1.wav': {'energy': '2', 'polarity': '3', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '3', 'surprisal': '5'}}"
67a517b3ce9ad5ca6839e028,fe_03_04684_0_485,oh well okay the the learning part is good but it's sad when someone when when you work so hard to get in into the position,fe_03_04684,fe_03_02501,fe_03_03822,"{'fb0.wav': '4', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_02479_0_45,ah i've watched um the one that's on let's see tuesday and wednesday night on fox it's called american idol,fe_03_02479,fe_03_00174,fe_03_04166,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67a517b3ce9ad5ca6839e028,fe_03_04780_1_454,and all round bad thing smoking 'cause it ca- it it deters people from being productive at work because they gotta have their smoke break,fe_03_04780,fe_03_02320,fe_03_01745,"{'fb0.wav': '3', 'fb1.wav': '1', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '3'}, 'fb1.wav': {'energy': '2', 'polarity': '1', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}}"
67a517b3ce9ad5ca6839e028,fe_03_03335_0_153,and i- and if you don't a a you don't have the friendship the communication don't have the links between the two,fe_03_03335,fe_03_03594,fe_03_04127,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '3'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '2'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '4'}}"
67a517b3ce9ad5ca6839e028,fe_03_03177_1_233,uh she'd been doing all for uh she'd do these all she'd she'd take care of the dog uh only I used to take the dog outside uh once in a while like that,fe_03_03177,fe_03_03165,fe_03_02572,"{'fb0.wav': '3', 'fb1.wav': '1', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '1', 'polarity': '2', 'surprisal': '4'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_01465_1_478,yeah and i i believe it's all a direct result of that nine eleven but um a- as bad as that was i mean i just i don't know it it shook me i was at work and i told i told the guys at work i said guys i said bush had to do something to save his stuff what'd he do if we don't end up getting some nuts to fly a plane into a building for us and the next thing i know it's it's all this kind of turmoil 'cause they said th- th- the nuts that did it the they hurt people they wanted to shake us up wanted to damage damage our economy but they never thought the whole thing would fall like that,fe_03_01465,fe_03_02778,fe_03_01404,"{'fb0.wav': '2', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67a517b3ce9ad5ca6839e028,fe_03_00431_0_271,sharing and a lot of merging of our of what's in our heads to the point where some of the things are clearly you know community property,fe_03_00431,fe_03_00405,fe_03_04887,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '2'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '2'}}"
67a517b3ce9ad5ca6839e028,fe_03_05169_0_346,that's cool i've always wanted to play in a band i have enough instruments to start my own band but i haven't really uh see i gotta get i have an electric guitar a bass a violin a set of congas acoustic guitar and a set of drums,fe_03_05169,fe_03_01935,fe_03_02648,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '3'}, 'fb2.wav': {'energy': '5', 'polarity': '4', 'surprisal': '3'}}"
67a517b3ce9ad5ca6839e028,fe_03_04673_0_61,um usually the five o'clock news i i put on um the bbc,fe_03_04673,fe_03_03347,fe_03_05023,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '3'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}}"
67a517b3ce9ad5ca6839e028,fe_03_03789_1_20,um well i think that um comedy can be uh something that makes people feel comfortable or can make people feel really uncomfortable,fe_03_03789,fe_03_05191,fe_03_04007,"{'fb0.wav': '1', 'fb1.wav': '3', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '3', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '2'}}"
67a517b3ce9ad5ca6839e028,fe_03_02478_1_92,eh i mean you get to see everything pretty much that's happening while you know the the members there don't really get in on what the other people are thinking and and plotting and,fe_03_02478,fe_03_04961,fe_03_02035,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '2', 'polarity': '3', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '4'}}"
67a517b3ce9ad5ca6839e028,fe_03_04477_0_279,um for most of them it was okay but for some of them really i could see the um effects of the years and years of insulation,fe_03_04477,fe_03_04106,fe_03_00705,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_01911_1_92,um a few years ago moved to wisconsin uh the whole family did,fe_03_01911,fe_03_05772,fe_03_01241,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '3'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_00939_1_258,everybody you know years ago everybody in my family was relatively close around the same area,fe_03_00939,fe_03_03443,fe_03_04507,"{'fb0.wav': '2', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}}"
67a517b3ce9ad5ca6839e028,fe_03_04376_1_528,that's like me it's odd my grandad did some research he's originally from the atlanta area,fe_03_04376,fe_03_03335,fe_03_01312,"{'fb0.wav': '1', 'fb1.wav': '3', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '1', 'surprisal': '2'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '4'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_01272_0_257,guys on the home front need me we've had some behavior management issues but we've we've pretty much had a lot of success in that area so that,fe_03_01272,fe_03_00160,fe_03_05088,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '4'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_05170_1_134,no but you know how it is you know sometimes they they say why are are sports televised for sports are for drinking you know and so you know it's just you know it's impossible so y'know y- when i was there we used to go to the ram a lot which is like a big sports bar out by uh udub,fe_03_05170,fe_03_05244,fe_03_00801,"{'fb0.wav': '4', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '3'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '2', 'surprisal': '2'}}"
67a517b3ce9ad5ca6839e028,fe_03_02933_0_505,never liked so yeah i kind of wanted her too but then sarah hughes just you couldn't not like her you know she was she was beautiful and she was actually a really likeable figure,fe_03_02933,fe_03_04234,fe_03_01487,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '3', 'surprisal': '1'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67a517b3ce9ad5ca6839e028,fe_03_02795_0_207,um right right yeah we have cable but it's you know you don't get as much as you do with satellite,fe_03_02795,fe_03_00500,fe_03_03621,"{'fb0.wav': '1', 'fb1.wav': '4', 'fb2.wav': '4'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '2', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '3'}, 'fb2.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}}"
67a517b3ce9ad5ca6839e028,fe_03_04422_0_391,or so much that we know about each other that we can kid about or warn each other about if they if we see each other going down certain paths again either with relationships or careers or whatever we're pretty used to certain things about each other where we can advise one another pretty well,fe_03_04422,fe_03_00924,fe_03_01299,"{'fb0.wav': '2', 'fb1.wav': '3', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '1', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '4', 'surprisal': '4'}}"
67dde7aad55fd4bb6c2dd4aa,fe_03_02172_1_33,eating out i like to do once in a while you know for something special but for the most part i like eating home,fe_03_02172,fe_03_02736,fe_03_00160,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67dde7aad55fd4bb6c2dd4aa,fe_03_03200_0_487,no no he no no he was just on a he'd gotten lost or tired or or hungry or something,fe_03_03200,fe_03_02251,fe_03_02866,"{'fb0.wav': '3', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '2', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}}"
67dde7aad55fd4bb6c2dd4aa,fe_03_05030_0_488,is so scary about that is that it's just so random and it's just it happens to such innocent people that it frightens you and then it also makes you so angry 'cause it's so hard to do something directly to the people who did to you,fe_03_05030,fe_03_03238,fe_03_02054,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}, 'fb2.wav': {'energy': '4', 'polarity': '2', 'surprisal': '4'}}"
67dde7aad55fd4bb6c2dd4aa,fe_03_02556_0_39,um well from what i had heard that these shows started during some writers strike,fe_03_02556,fe_03_05498,fe_03_02781,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '1'}, 'fb2.wav': {'energy': '2', 'polarity': '5', 'surprisal': '1'}}"
