data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
gemma3-4b-bc-split-1_embeddings_last_5turns,2,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.478,0.507,0.747,0.917,6.816,0.455,0.71,0.892,0.764,8
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.5,0.507,0.74,0.911,6.827,0.453,0.709,0.895,0.74,7
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.515,0.507,0.736,0.904,6.841,0.452,0.7,0.887,0.743,9
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,64,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.509,0.507,0.74,0.911,6.854,0.451,0.713,0.896,0.74,15
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,256,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.521,0.507,0.734,0.909,6.833,0.448,0.701,0.892,0.753,10
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,64,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.51,0.507,0.739,0.908,6.849,0.445,0.701,0.891,0.722,10
gemma3-4b-bc-split-1_embeddings_last_5turns,2,128,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,5.973,0.507,0.736,0.909,6.366,0.42,0.676,0.876,0.75,6
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,64,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.003,0.507,0.733,0.911,6.401,0.42,0.675,0.875,0.74,16
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,5.978,0.507,0.741,0.913,6.372,0.419,0.682,0.878,0.743,7
gemma3-4b-bc-split-1_embeddings_last_5turns,4,64,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,5.976,0.507,0.739,0.916,6.37,0.417,0.672,0.878,0.747,12
llama3.1-8b-bc_slash-best_embeddings_last_5turns,2,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.28,0.506,0.74,0.907,7.42,0.496,0.733,0.903,0.733,16
gemma3-4b-bc-split-1_embeddings_last_5turns,3,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.264,0.506,0.743,0.913,7.412,0.488,0.736,0.907,0.76,20
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,256,4096,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.276,0.506,0.74,0.905,7.426,0.486,0.729,0.9,0.733,10
gemma3-4b-bc-split-1_embeddings_last_5turns,4,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.494,0.506,0.739,0.912,6.83,0.445,0.702,0.892,0.757,12
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,128,1024,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.log,5.999,0.506,0.734,0.904,6.389,0.419,0.67,0.872,0.757,5
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.log,5.977,0.506,0.742,0.912,6.377,0.418,0.677,0.878,0.757,10
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.303,0.505,0.735,0.906,7.448,0.488,0.731,0.903,0.708,14
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.282,0.505,0.735,0.91,7.426,0.486,0.731,0.909,0.743,13
gemma3-4b-bc-split-1_embeddings_last_5turns,1,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.282,0.505,0.742,0.906,7.441,0.481,0.727,0.899,0.75,19
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,128,4096,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.279,0.505,0.736,0.908,7.43,0.479,0.729,0.905,0.747,15
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,256,2048,combined,6,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.515,0.505,0.73,0.906,6.834,0.456,0.703,0.888,0.774,8
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,128,1024,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.log,5.964,0.505,0.744,0.912,6.362,0.419,0.678,0.877,0.747,7
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,256,1024,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.log,5.993,0.505,0.735,0.91,6.395,0.419,0.675,0.872,0.76,7
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.295,0.504,0.734,0.91,7.446,0.483,0.731,0.905,0.719,18
gemma3-4b-bc-split-1_embeddings_last_5turns,4,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.268,0.504,0.738,0.909,7.431,0.478,0.727,0.904,0.75,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,3,256,4096,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.289,0.504,0.737,0.909,7.439,0.477,0.73,0.908,0.747,17
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,128,2048,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.493,0.504,0.74,0.911,6.821,0.451,0.707,0.892,0.743,9
gemma3-4b-bc-split-1_embeddings_last_5turns,2,128,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.515,0.504,0.737,0.906,6.835,0.451,0.704,0.893,0.753,10
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,64,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.534,0.503,0.739,0.909,7.638,0.511,0.749,0.916,0.729,20
llama3.1-8b-bc_slash-best_embeddings_last_5turns,3,128,8192,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.547,0.503,0.731,0.903,7.664,0.5,0.737,0.908,0.743,17
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,128,8192,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.557,0.503,0.73,0.908,7.664,0.499,0.74,0.909,0.736,19
gemma3-4b-bc-split-1_embeddings_last_5turns,4,64,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.48,0.503,0.741,0.919,6.807,0.453,0.713,0.895,0.715,19
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.284,0.502,0.74,0.913,7.431,0.486,0.73,0.911,0.736,17
gemma3-4b-bc-split-1_embeddings_last_5turns,3,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.263,0.502,0.736,0.907,7.424,0.482,0.728,0.904,0.764,19
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,128,4096,combined,3,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.302,0.502,0.735,0.906,7.453,0.48,0.729,0.904,0.75,18
gemma3-4b-bc-split-1_embeddings_last_5turns,1,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.29,0.502,0.736,0.907,7.438,0.479,0.727,0.905,0.743,12
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,256,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.519,0.502,0.738,0.909,6.873,0.446,0.698,0.889,0.753,15
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.log,5.977,0.502,0.737,0.906,6.375,0.419,0.665,0.872,0.733,4
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.285,0.501,0.731,0.902,7.425,0.482,0.729,0.904,0.743,12
gemma3-4b-bc-split-1_embeddings_last_5turns,1,128,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.521,0.501,0.732,0.907,6.831,0.452,0.704,0.89,0.747,9
gemma3-4b-bc-split-1_embeddings_last_5turns,1,256,2048,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.508,0.501,0.737,0.911,6.83,0.445,0.702,0.892,0.757,7
gemma3-4b-bc-split-1_embeddings_last_5turns,3,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.284,0.5,0.735,0.913,7.428,0.484,0.729,0.908,0.753,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.282,0.5,0.737,0.908,7.44,0.482,0.729,0.906,0.764,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.286,0.5,0.734,0.907,7.435,0.475,0.725,0.908,0.722,14
gemma3-4b-bc-split-1_embeddings_last_5turns,1,64,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.045,0.5,0.729,0.902,6.429,0.414,0.672,0.872,0.726,10
gemma3-4b-bc-split-1_embeddings_last_5turns,1,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.296,0.499,0.73,0.901,7.454,0.475,0.716,0.897,0.753,17
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,256,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.007,0.499,0.728,0.899,6.404,0.41,0.66,0.865,0.74,6
gemma3-4b-bc-split-1_embeddings_last_5turns,1,128,1024,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.log,5.999,0.499,0.733,0.906,6.396,0.409,0.667,0.87,0.729,5
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,128,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=8192.log,7.577,0.498,0.736,0.899,7.667,0.5,0.74,0.906,0.729,20
gemma3-4b-bc-split-1_embeddings_last_5turns,4,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.298,0.498,0.729,0.905,7.439,0.471,0.726,0.908,0.736,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_5turns,3,64,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.log,6.571,0.498,0.723,0.901,6.905,0.447,0.694,0.889,0.753,15
llama3.1-8b-bc_slash-best_embeddings_last_5turns,1,256,8192,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.581,0.497,0.731,0.895,7.661,0.509,0.746,0.909,0.733,18
llama3.1-8b-bc_slash-best_embeddings_last_5turns,3,256,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.556,0.497,0.732,0.903,7.647,0.503,0.745,0.912,0.753,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,2,256,8192,combined,2,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.544,0.497,0.732,0.906,7.658,0.497,0.737,0.91,0.75,20
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.307,0.497,0.727,0.903,7.445,0.481,0.722,0.896,0.736,16
qwen2.5-7b-bc_slash-best_embeddings_last_5turns,1,128,2048,combined,1,1,0,OK,sweeps_w_test_sets_5turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_5turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.531,0.497,0.727,0.907,6.868,0.435,0.693,0.89,0.757,6
