data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.571,0.478,0.711,0.893,6.873,0.421,0.678,0.882,0.76,11
gemma3-4b-bc-split-1_embeddings_last_3turns,1,64,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.092,0.478,0.713,0.894,6.455,0.39,0.647,0.862,0.715,7
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,256,2048,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.622,0.477,0.712,0.897,6.919,0.423,0.682,0.879,0.767,17
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=1024.log,6.11,0.477,0.712,0.896,6.478,0.4,0.651,0.866,0.764,13
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=1024.log,6.068,0.477,0.714,0.898,6.426,0.396,0.655,0.865,0.757,11
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.073,0.477,0.711,0.897,6.439,0.393,0.648,0.863,0.764,8
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.35,0.476,0.718,0.898,7.503,0.457,0.704,0.89,0.764,18
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.347,0.476,0.718,0.89,7.487,0.456,0.702,0.892,0.76,18
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.374,0.476,0.709,0.892,7.504,0.452,0.704,0.892,0.764,15
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,64,4096,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.359,0.476,0.709,0.898,7.493,0.447,0.705,0.894,0.74,15
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,1024,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.075,0.476,0.713,0.895,6.436,0.398,0.652,0.86,0.753,8
gemma3-4b-bc-split-1_embeddings_last_3turns,2,128,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.096,0.476,0.713,0.895,6.46,0.391,0.648,0.861,0.75,11
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.063,0.476,0.712,0.898,6.421,0.391,0.649,0.865,0.736,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.366,0.475,0.71,0.896,7.492,0.461,0.704,0.893,0.747,14
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.377,0.475,0.709,0.894,7.521,0.457,0.702,0.892,0.74,13
gemma3-4b-bc-split-1_embeddings_last_3turns,3,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.365,0.475,0.716,0.898,7.497,0.453,0.706,0.894,0.729,20
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,256,4096,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.367,0.475,0.711,0.892,7.498,0.452,0.707,0.894,0.757,16
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.386,0.475,0.705,0.891,7.521,0.451,0.697,0.886,0.736,12
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.593,0.475,0.715,0.895,6.892,0.429,0.681,0.879,0.771,10
gemma3-4b-bc-split-1_embeddings_last_3turns,2,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.579,0.475,0.709,0.902,6.878,0.423,0.681,0.882,0.757,10
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,256,1024,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.069,0.475,0.716,0.9,6.443,0.393,0.649,0.862,0.778,11
gemma3-4b-bc-split-1_embeddings_last_3turns,2,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.372,0.474,0.715,0.893,7.512,0.454,0.704,0.894,0.757,19
gemma3-4b-bc-split-1_embeddings_last_3turns,1,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.387,0.474,0.71,0.893,7.522,0.453,0.705,0.895,0.722,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,256,4096,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.376,0.474,0.709,0.896,7.511,0.451,0.705,0.893,0.747,18
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,64,4096,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.362,0.474,0.709,0.891,7.508,0.448,0.703,0.888,0.729,18
gemma3-4b-bc-split-1_embeddings_last_3turns,1,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.6,0.474,0.701,0.892,6.906,0.415,0.675,0.876,0.764,8
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.069,0.474,0.711,0.895,6.441,0.396,0.65,0.859,0.729,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,256,1024,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.07,0.474,0.709,0.899,6.436,0.39,0.652,0.864,0.76,11
gemma3-4b-bc-split-1_embeddings_last_3turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.363,0.473,0.713,0.893,7.509,0.441,0.696,0.893,0.74,18
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,8192,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.638,0.472,0.708,0.89,7.724,0.47,0.719,0.9,0.736,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.643,0.471,0.701,0.89,7.709,0.472,0.718,0.901,0.733,19
gemma3-4b-bc-split-1_embeddings_last_3turns,1,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.39,0.471,0.709,0.892,7.539,0.446,0.694,0.884,0.733,19
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,2048,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.594,0.471,0.707,0.893,6.936,0.429,0.678,0.876,0.729,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.615,0.471,0.703,0.884,6.914,0.42,0.677,0.871,0.764,9
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,8192,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.621,0.47,0.715,0.894,7.732,0.466,0.713,0.899,0.736,17
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,2048,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.628,0.47,0.705,0.89,6.919,0.429,0.675,0.871,0.767,8
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,1024,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.099,0.47,0.708,0.89,6.462,0.391,0.645,0.857,0.747,6
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.646,0.469,0.7,0.886,7.739,0.461,0.714,0.898,0.719,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,64,4096,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.355,0.469,0.708,0.892,7.503,0.446,0.707,0.89,0.736,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,4096,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.406,0.468,0.705,0.891,7.535,0.454,0.701,0.888,0.75,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,4096,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.41,0.468,0.7,0.884,7.528,0.449,0.699,0.885,0.743,18
gemma3-4b-bc-split-1_embeddings_last_3turns,1,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.394,0.468,0.705,0.889,7.527,0.443,0.694,0.888,0.74,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,2048,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.62,0.467,0.707,0.889,6.931,0.411,0.673,0.87,0.757,9
gemma3-4b-bc-split-1_embeddings_last_3turns,1,128,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.081,0.467,0.707,0.893,6.455,0.383,0.642,0.853,0.733,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,128,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.653,0.466,0.703,0.89,7.744,0.467,0.716,0.899,0.736,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.382,0.466,0.705,0.892,7.53,0.437,0.693,0.889,0.722,14
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,2048,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.635,0.466,0.704,0.894,6.927,0.422,0.679,0.877,0.753,12
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.643,0.465,0.704,0.89,7.723,0.473,0.722,0.902,0.753,16
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,4096,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.402,0.465,0.698,0.883,7.536,0.44,0.685,0.883,0.733,10
gemma3-4b-bc-split-1_embeddings_last_3turns,4,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.378,0.465,0.711,0.891,7.533,0.435,0.692,0.887,0.733,20
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,8192,combined,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.65,0.464,0.702,0.891,7.745,0.464,0.711,0.899,0.747,20
gemma3-4b-bc-split-1_embeddings_last_3turns,2,256,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.656,0.464,0.701,0.89,7.757,0.459,0.705,0.897,0.743,18
gemma3-4b-bc-split-1_embeddings_last_3turns,4,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.398,0.464,0.704,0.888,7.535,0.432,0.691,0.886,0.733,18
gemma3-4b-bc-split-1_embeddings_last_3turns,1,256,1024,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.094,0.464,0.706,0.892,6.463,0.381,0.63,0.848,0.757,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,1024,combined,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.118,0.464,0.698,0.885,6.482,0.379,0.64,0.85,0.75,6
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,8192,combined,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=1__emb=256__bs=8192.log,7.663,0.463,0.699,0.886,7.744,0.471,0.717,0.899,0.733,17
