data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
google/gemma-3-4b-pt_embeddings_last_5turns,2,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.559,0.443,0.685,0.88,7.67,0.433,0.678,0.879,0.743,20
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.504,0.443,0.689,0.885,7.611,0.426,0.684,0.88,0.743,15
google/gemma-3-4b-pt_embeddings_last_5turns,3,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.509,0.443,0.684,0.883,7.63,0.426,0.679,0.876,0.753,13
google/gemma-3-4b-pt_embeddings_last_5turns,3,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.515,0.443,0.683,0.882,7.636,0.423,0.682,0.877,0.726,16
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.493,0.443,0.685,0.882,7.616,0.422,0.675,0.876,0.743,16
google/gemma-3-4b-pt_embeddings_last_5turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.488,0.443,0.685,0.884,7.619,0.419,0.676,0.878,0.733,10
google/gemma-3-4b-pt_embeddings_last_5turns,2,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.731,0.443,0.685,0.876,6.996,0.4,0.659,0.864,0.733,6
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.764,0.443,0.685,0.877,7.041,0.397,0.652,0.86,0.743,12
google/gemma-3-4b-pt_embeddings_last_5turns,3,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.log,6.221,0.443,0.686,0.883,6.528,0.373,0.634,0.851,0.747,7
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,3,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.199,0.443,0.685,0.878,6.521,0.371,0.629,0.847,0.726,8
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.736,0.442,0.69,0.883,7.822,0.445,0.693,0.892,0.753,19
google/gemma-3-4b-pt_embeddings_last_5turns,3,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.775,0.442,0.687,0.876,7.864,0.443,0.692,0.885,0.715,18
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,2,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.528,0.442,0.677,0.876,7.658,0.413,0.676,0.879,0.736,16
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.732,0.442,0.689,0.883,6.996,0.404,0.657,0.868,0.74,15
google/gemma-3-4b-pt_embeddings_last_5turns,2,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.707,0.442,0.684,0.877,6.973,0.397,0.656,0.868,0.736,4
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=1024.log,6.178,0.442,0.69,0.882,6.491,0.373,0.638,0.855,0.747,5
google/gemma-3-4b-pt_embeddings_last_5turns,2,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.21,0.442,0.684,0.88,6.517,0.369,0.624,0.848,0.733,5
google/gemma-3-4b-pt_embeddings_last_5turns,2,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=8192.log,7.779,0.441,0.681,0.878,7.856,0.442,0.692,0.887,0.743,17
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.512,0.441,0.684,0.879,7.614,0.424,0.679,0.876,0.729,18
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.509,0.441,0.69,0.882,7.627,0.421,0.678,0.879,0.736,18
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.521,0.441,0.689,0.883,7.657,0.421,0.675,0.874,0.736,17
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.496,0.441,0.685,0.881,7.614,0.42,0.677,0.878,0.757,10
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.log,6.687,0.441,0.693,0.885,6.961,0.403,0.665,0.868,0.743,9
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,2,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.751,0.441,0.68,0.872,7.094,0.39,0.647,0.856,0.747,10
google/gemma-3-4b-pt_embeddings_last_5turns,1,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.733,0.441,0.682,0.873,7.003,0.388,0.653,0.864,0.729,6
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.log,6.178,0.441,0.686,0.881,6.491,0.364,0.626,0.847,0.736,6
google/gemma-3-4b-pt_embeddings_last_5turns,4,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.777,0.44,0.679,0.877,7.856,0.447,0.691,0.889,0.733,17
google/gemma-3-4b-pt_embeddings_last_5turns,4,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=8192.log,7.764,0.44,0.679,0.881,7.885,0.426,0.684,0.884,0.712,20
google/gemma-3-4b-pt_embeddings_last_5turns,2,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.517,0.44,0.676,0.875,7.619,0.421,0.679,0.878,0.743,7
google/gemma-3-4b-pt_embeddings_last_5turns,3,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=2048.log,6.777,0.44,0.679,0.883,7.034,0.395,0.66,0.866,0.743,11
google/gemma-3-4b-pt_embeddings_last_5turns,1,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.767,0.44,0.675,0.87,7.016,0.388,0.65,0.859,0.729,9
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.256,0.44,0.681,0.876,6.59,0.369,0.626,0.842,0.75,13
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,4,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.206,0.44,0.68,0.874,6.516,0.362,0.625,0.846,0.747,8
google/gemma-3-4b-pt_embeddings_last_5turns,3,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.783,0.439,0.686,0.882,7.864,0.441,0.691,0.887,0.747,18
google/gemma-3-4b-pt_embeddings_last_5turns,2,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=8192.log,7.793,0.439,0.68,0.874,7.885,0.435,0.687,0.883,0.753,15
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.509,0.439,0.678,0.874,7.608,0.432,0.673,0.871,0.743,17
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.507,0.439,0.685,0.878,7.641,0.419,0.669,0.868,0.733,15
Qwen/Qwen2.5-7B_embeddings_last_5turns,1,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.513,0.439,0.679,0.88,7.644,0.414,0.662,0.871,0.722,14
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,3,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.log,6.779,0.439,0.68,0.874,7.028,0.4,0.665,0.87,0.722,18
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.74,0.439,0.679,0.876,6.997,0.399,0.652,0.862,0.736,8
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.779,0.439,0.682,0.88,7.072,0.385,0.647,0.861,0.74,16
google/gemma-3-4b-pt_embeddings_last_5turns,3,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.238,0.439,0.683,0.881,6.554,0.364,0.626,0.846,0.733,7
meta-llama/Llama-3.1-8B_embeddings_last_5turns,3,256,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=8192.log,7.76,0.438,0.68,0.875,7.858,0.438,0.691,0.888,0.743,19
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,3,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.512,0.438,0.678,0.873,7.634,0.414,0.671,0.878,0.743,16
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,4,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.73,0.438,0.685,0.88,7.005,0.396,0.66,0.869,0.743,15
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,2,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.log,6.217,0.438,0.679,0.872,6.539,0.355,0.623,0.841,0.753,5
google/gemma-3-4b-pt_embeddings_last_5turns,1,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.521,0.437,0.682,0.877,7.642,0.419,0.673,0.874,0.719,12
Qwen/Qwen2.5-7B_embeddings_last_5turns,1,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.751,0.437,0.682,0.875,7.036,0.386,0.648,0.857,0.75,10
google/gemma-3-4b-pt_embeddings_last_5turns,2,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.184,0.437,0.684,0.879,6.496,0.364,0.62,0.843,0.736,3
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.19,0.437,0.68,0.878,6.518,0.358,0.613,0.842,0.74,4
google/gemma-3-4b-pt_embeddings_last_5turns,1,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=8192.log,7.781,0.436,0.68,0.876,7.864,0.43,0.686,0.885,0.719,20
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,3,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.568,0.436,0.675,0.872,7.692,0.415,0.671,0.875,0.75,18
mistralai/Mistral-7B-v0.3_embeddings_last_5turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistralai-mistral-7b-v0-3-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.515,0.436,0.673,0.87,7.643,0.409,0.667,0.876,0.743,15
google/gemma-3-4b-pt_embeddings_last_5turns,1,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.756,0.436,0.684,0.873,7.015,0.386,0.648,0.858,0.74,6
meta-llama/Llama-3.1-8B_embeddings_last_5turns,3,128,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=128__bs=8192.log,7.756,0.435,0.677,0.88,7.854,0.433,0.686,0.886,0.757,18
google/gemma-3-4b-pt_embeddings_last_5turns,3,64,8192,combined,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.768,0.435,0.676,0.878,7.864,0.432,0.692,0.887,0.722,18
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.741,0.435,0.678,0.882,7.001,0.394,0.654,0.865,0.747,7
