data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
gemma3-4b-bc-split-1_embeddings_last_1turns,1,64,2048,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.748,0.422,0.662,0.865,6.972,0.387,0.648,0.857,0.736,11.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.231,0.422,0.668,0.869,6.496,0.364,0.622,0.843,0.771,9.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,3,128,4096,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.516,0.421,0.665,0.871,7.61,0.414,0.658,0.865,0.743,16.0
gemma3-4b-bc-split-1_embeddings_last_1turns,2,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.522,0.421,0.669,0.87,7.634,0.404,0.657,0.869,0.733,20.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,2,256,2048,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.756,0.421,0.667,0.868,6.971,0.392,0.65,0.86,0.757,10.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,3,128,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=128__bs=4096.log,7.526,0.42,0.669,0.87,7.603,0.419,0.673,0.877,0.76,20.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.526,0.42,0.663,0.867,7.616,0.413,0.66,0.869,0.733,18.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,4,64,4096,combined,1,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.505,0.42,0.661,0.868,7.599,0.404,0.665,0.868,0.733,20.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,3,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.741,0.42,0.658,0.871,6.976,0.393,0.644,0.859,0.74,12.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,128,2048,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.76,0.42,0.66,0.865,6.976,0.391,0.65,0.861,0.767,13.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,3,256,2048,combined,1,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.723,0.42,0.671,0.872,6.951,0.39,0.649,0.864,0.767,11.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,4,256,1024,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.218,0.419,0.67,0.87,6.485,0.365,0.622,0.842,0.757,8.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,3,256,1024,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.214,0.419,0.667,0.871,6.476,0.362,0.624,0.847,0.747,10.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,256,1024,combined,3,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.24,0.419,0.665,0.87,6.507,0.36,0.62,0.843,0.736,10.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,2,256,4096,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.53,0.418,0.661,0.866,7.617,0.407,0.661,0.871,0.75,15.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,256,2048,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.767,0.418,0.663,0.864,6.991,0.386,0.645,0.856,0.771,14.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,2,256,1024,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.226,0.418,0.659,0.868,6.484,0.364,0.619,0.838,0.75,5.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,3,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.512,0.417,0.662,0.866,7.606,0.409,0.664,0.866,0.747,16.0
gemma3-4b-bc-split-1_embeddings_last_1turns,4,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.529,0.417,0.665,0.87,7.627,0.404,0.658,0.87,0.729,19.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,128,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.552,0.417,0.658,0.865,7.644,0.401,0.659,0.865,0.736,20.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.239,0.417,0.66,0.867,6.506,0.358,0.607,0.84,0.726,5.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,256,4096,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.527,0.416,0.663,0.866,7.611,0.411,0.654,0.868,0.764,19.0
gemma3-4b-bc-split-1_embeddings_last_1turns,3,256,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.508,0.416,0.664,0.866,7.614,0.403,0.66,0.868,0.747,19.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,128,2048,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.757,0.416,0.669,0.869,7.007,0.377,0.633,0.857,0.736,13.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,1,64,2048,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.769,0.415,0.658,0.867,7.003,0.382,0.639,0.858,0.75,14.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,2,128,4096,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.518,0.414,0.668,0.872,7.611,0.412,0.66,0.872,0.74,16.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,3,256,4096,combined,3,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.552,0.414,0.662,0.863,7.62,0.412,0.667,0.87,0.76,18.0
gemma3-4b-bc-split-1_embeddings_last_1turns,3,64,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.534,0.414,0.665,0.866,7.62,0.401,0.655,0.867,0.743,18.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,4,64,4096,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.52,0.414,0.658,0.869,7.625,0.399,0.652,0.869,0.74,19.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,64,2048,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=2048.log,6.797,0.414,0.656,0.863,7.012,0.385,0.644,0.854,0.743,12.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,128,4096,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.576,0.413,0.656,0.862,7.656,0.412,0.659,0.863,0.764,20.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,64,4096,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.545,0.413,0.652,0.857,7.632,0.403,0.654,0.861,0.712,14.0
gemma3-4b-bc-split-1_embeddings_last_1turns,4,256,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.527,0.413,0.658,0.863,7.621,0.394,0.655,0.867,0.733,19.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,256,2048,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.76,0.413,0.657,0.858,7.035,0.373,0.633,0.846,0.76,8.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,64,1024,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.275,0.413,0.659,0.866,6.542,0.356,0.608,0.836,0.747,10.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,1,128,4096,combined,3,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=4096.log,7.577,0.412,0.654,0.856,7.667,0.405,0.652,0.859,0.75,20.0
gemma3-4b-bc-split-1_embeddings_last_1turns,4,128,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.513,0.412,0.658,0.869,7.607,0.399,0.658,0.867,0.729,20.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,128,1024,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.243,0.411,0.661,0.867,6.534,0.344,0.604,0.834,0.74,8.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,3,64,2048,combined,1,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=2048.log,6.791,0.41,0.659,0.866,7.037,0.373,0.631,0.846,0.75,17.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,1,256,4096,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.574,0.409,0.65,0.855,7.657,0.402,0.646,0.86,0.74,15.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,1,128,2048,combined,1,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.82,0.408,0.647,0.849,7.039,0.373,0.629,0.845,0.729,12.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,128,1024,combined,3,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=1024.log,6.268,0.408,0.648,0.86,6.52,0.348,0.604,0.833,0.753,6.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,256,1024,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=1024.log,6.248,0.408,0.657,0.86,6.529,0.343,0.593,0.828,0.743,7.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,2,64,8192,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=8192.log,7.809,0.407,0.649,0.866,7.866,0.418,0.669,0.873,0.74,19.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,4,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.803,0.407,0.649,0.853,7.038,0.372,0.626,0.843,0.733,13.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,1,64,1024,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.26,0.407,0.652,0.858,6.51,0.352,0.603,0.833,0.736,7.0
qwen2.5-7b-bc_slash-best_embeddings_last_1turns,4,256,4096,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.543,0.406,0.651,0.859,7.619,0.401,0.651,0.866,0.75,16.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,128,2048,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=128__bs=2048.log,6.818,0.406,0.647,0.858,7.035,0.372,0.632,0.844,0.753,12.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,2,64,4096,combined,7,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.606,0.405,0.653,0.859,7.7,0.398,0.645,0.858,0.74,19.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,3,64,1024,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.284,0.405,0.652,0.859,6.54,0.344,0.599,0.832,0.729,9.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,256,4096,combined,1,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.573,0.404,0.649,0.861,7.662,0.405,0.648,0.858,0.747,19.0
gemma3-4b-bc-split-1_embeddings_last_1turns,1,256,4096,combined,2,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=4096.log,7.564,0.404,0.648,0.855,7.65,0.393,0.646,0.86,0.743,14.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,2,64,2048,combined,5,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.866,0.404,0.652,0.852,7.075,0.38,0.632,0.843,0.747,13.0
mistral-7b-v0.3-bc_slash-best_embeddings_last_1turns,4,64,2048,combined,4,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.806,0.404,0.65,0.855,7.02,0.374,0.633,0.852,0.736,17.0
llama3.1-8b-bc_slash-best_embeddings_last_1turns,1,256,2048,combined,6,1,0,OK,sweeps_w_test_sets_1turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_1turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-1turns__mode=combined__ctx=1__emb=256__bs=2048.log,6.806,0.404,0.644,0.855,7.016,0.374,0.629,0.846,0.76,9.0
