dataset,file,label,dim_polarity,dim_surprisal,dim_energy,dim_PCA1,dim_PCA2,dim_PCA3,dim_UMAP1,dim_UMAP2,dim_pitch_length,dim_pitch_range,dim_pitch_mean
FiCa,fica/spontC_232_yeah.wav,yeah,3.657,2.929,3.558,0.126,-0.508,0.286,7.382,1.877,65,15.381,90.629
FiCa,fica/NegS_056_wow.wav,wow,3.378,3.864,3.545,-0.024,-0.420,-0.240,-0.708,14.700,79,1.973,91.805
FiCa,fica/sun_007_right.wav,right,3.946,3.019,3.555,-0.368,-0.083,0.077,6.206,9.230,36,2.878,96.620
FiCa,fica/spontF_207_oh.wav,oh,2.794,2.945,2.853,-0.161,-0.159,-0.452,-3.134,4.539,15,13.115,90.163
FiCa,fica/spontD_347_mhm.wav,mhm,3.134,2.682,3.166,-0.459,-0.085,-0.150,-1.368,3.761,42,2.190,94.157
FiCa,fica/spontF_367_yeah.wav,yeah,3.804,3.237,3.889,0.050,-0.632,0.144,8.627,2.113,58,2.290,97.775
FiCa,fica/spontC_004_oh.wav,oh,3.090,3.492,3.251,-0.105,-0.366,-0.346,-3.449,6.476,42,3.292,97.025
FiCa,fica/spontF_316_uh-huh.wav,uh-huh,3.271,3.184,3.378,-0.372,-0.270,-0.343,-2.276,4.107,34,4.605,95.262
FiCa,fica/spontF_177_yeah.wav,yeah,3.026,3.101,3.220,-0.199,-0.200,-0.130,-2.060,4.734,27,0.757,97.954
FiCa,fica/spontF_467_uh-huh.wav,uh-huh,3.503,2.939,3.487,-0.410,-0.177,-0.387,-1.987,3.296,35,5.701,95.401
FiCa,fica/spontB_051_yeah.wav,yeah,2.857,3.022,3.112,0.008,-0.085,-0.239,-1.694,4.563,12,3.516,98.813
FiCa,fica/spontA_257_okay.wav,okay,3.287,2.934,3.013,-0.142,-0.405,-0.402,-0.626,-2.217,24,3.700,95.770
FiCa,fica/Sy_003_oh.wav,oh,3.153,3.657,3.284,-0.174,-0.479,-0.228,-4.445,6.798,67,3.671,93.132
FiCa,fica/NegS_065_wow.wav,wow,3.734,4.063,3.894,-0.191,-0.504,-0.327,-0.577,14.657,62,1.835,93.805
FiCa,fica/PR_023_yes.wav,yes,3.813,2.932,3.452,-0.109,-0.242,-0.057,9.585,2.932,54,3.843,94.444
FiCa,fica/spontA_174_yeah.wav,yeah,3.882,3.149,3.936,0.303,-0.334,0.004,8.328,3.102,21,2.542,97.697
FiCa,fica/spontE_130_yeah.wav,yeah,3.590,3.049,3.691,0.145,-0.576,0.259,7.945,2.063,63,2.607,96.918
FiCa,fica/spontF_288_oh.wav,oh,3.264,3.346,3.389,0.059,-0.432,-0.527,-4.109,6.693,62,3.101,95.615
FiCa,fica/spontB_097_yeah.wav,yeah,3.914,3.382,3.875,0.272,-0.479,0.039,8.863,1.996,45,1.372,99.077
FiCa,fica/spontD_033_okay.wav,okay,3.438,3.056,3.426,-0.084,-0.451,-0.289,-0.580,-2.233,34,5.435,94.086
FiCa,fica/spontE_232_ah.wav,ah,3.237,3.375,3.429,0.002,-0.717,-0.061,-4.012,5.796,74,0.883,93.182
FiCa,fica/spontD_073_okay.wav,okay,3.314,2.964,3.278,-0.123,-0.527,-0.143,-0.725,-2.381,39,1.101,94.260
FiCa,fica/sun_041_exactly.wav,exactly,3.753,2.201,3.142,-0.210,0.046,0.480,11.558,14.024,48,0.905,94.732
FiCa,fica/spontA_315_uh-huh.wav,uh-huh,3.400,3.182,3.457,-0.422,-0.173,-0.395,-1.922,3.991,29,5.145,95.712
FiCa,fica/spontE_258_yeah.wav,yeah,3.446,3.137,3.213,0.199,-0.111,-0.028,7.315,2.855,40,2.637,94.506
FiCa,fica/spontF_134_ooh.wav,ooh,3.754,4.090,3.986,-0.243,-0.710,-0.148,-3.536,5.946,74,9.705,98.168
FiCa,fica/spontF_635_uh-huh.wav,uh-huh,2.972,2.974,3.078,-0.272,-0.037,-0.419,-2.226,4.890,26,4.044,95.291
FiCa,fica/spontB_190_ah.wav,ah,3.229,3.240,3.254,-0.256,-0.470,-0.097,-3.233,5.850,89,1.672,93.840
FiCa,fica/spontC_077_yeah.wav,yeah,3.827,2.749,3.592,0.239,-0.113,-0.078,7.923,2.302,28,5.358,95.052
FiCa,fica/sun1_012_oh.wav,oh,3.062,3.226,3.136,-0.090,-0.271,-0.314,-4.253,6.735,54,2.102,94.624
FiCa,fica/spontF_453_uh-huh.wav,uh-huh,3.776,3.407,3.911,-0.361,-0.400,-0.454,-1.940,2.599,30,7.771,97.438
FiCa,fica/spontC_511_okay.wav,okay,3.112,2.249,2.857,-0.038,-0.125,-0.414,-0.660,-2.264,22,1.862,93.870
FiCa,fica/spontC_386_uh-huh.wav,uh-huh,3.177,2.524,3.001,-0.383,-0.038,-0.270,-1.505,3.103,30,2.514,93.875
FiCa,fica/PS_162_ooh.wav,ooh,3.338,3.793,3.579,-0.205,-0.653,-0.260,-3.642,6.056,53,2.357,96.777
FiCa,fica/spontB_365_oh.wav,oh,3.125,3.009,2.826,-0.230,-0.029,-0.433,-2.032,6.104,38,1.916,94.312
FiCa,fica/spontA_155_yeah.wav,yeah,3.254,2.511,2.996,0.349,0.119,-0.104,7.652,2.617,28,6.560,92.403
FiCa,fica/PS_092_wow.wav,wow,3.545,3.995,3.731,-0.075,-0.401,-0.428,-0.960,14.748,51,1.834,91.271
FiCa,fica/spontB_349_yeah.wav,yeah,3.978,3.784,4.173,-0.012,-0.616,0.036,-3.458,5.755,70,4.626,99.505
FiCa,fica/spontF_581_uh-huh.wav,uh-huh,3.262,3.124,3.382,-0.365,-0.246,-0.270,-1.942,4.048,24,4.308,99.915
FiCa,fica/spontB_052_yeah.wav,yeah,3.605,2.772,3.355,0.331,0.015,-0.189,7.690,2.641,29,2.945,94.472
FiCa,fica/spontB_306_yeah.wav,yeah,3.163,2.810,3.129,0.041,-0.154,-0.186,-1.892,5.366,30,3.353,98.240
FiCa,fica/PS_190_wow.wav,wow,4.012,4.613,4.336,-0.218,-0.632,-0.359,-0.421,14.746,64,9.276,90.017
FiCa,fica/spontC_053_yeah.wav,yeah,3.435,2.644,3.229,0.454,-0.154,0.068,8.033,2.633,24,2.356,93.953
FiCa,fica/PS_023_wow.wav,wow,3.647,4.193,3.804,-0.117,-0.376,-0.305,-0.743,14.737,57,2.433,90.928
FiCa,fica/spontC_365_yeah.wav,yeah,3.141,2.681,2.906,0.228,0.175,-0.185,7.685,2.846,25,3.552,91.758
FiCa,fica/spontF_294_yeah.wav,yeah,3.520,2.804,3.284,0.215,-0.242,0.183,7.569,2.003,52,15.051,90.279
FiCa,fica/PS_134_ooh.wav,ooh,2.981,3.528,3.226,-0.171,-0.420,-0.380,-3.137,6.435,34,6.988,94.027
FiCa,fica/PS_061_wow.wav,wow,3.696,4.199,3.956,-0.264,-0.539,-0.262,-3.676,5.998,93,6.351,94.770
FiCa,fica/spontF_491_yeah.wav,yeah,3.188,3.182,3.369,0.082,-0.314,-0.296,-3.314,6.977,53,2.589,95.116
FiCa,fica/spontD_334_uh-huh.wav,uh-huh,3.587,3.139,3.648,-0.449,-0.310,-0.335,-1.984,2.622,28,3.396,96.457
FiCa,fica/spontF_614_oh.wav,oh,3.177,3.458,3.288,-0.148,-0.448,-0.330,-4.137,6.500,55,2.637,95.120
FiCa,fica/spontD_013_yeah.wav,yeah,3.667,3.064,3.559,0.246,-0.409,0.267,8.163,3.259,40,0.656,85.781
FiCa,fica/spontE_293_oh.wav,oh,3.117,2.963,2.941,-0.126,-0.121,-0.447,-2.202,5.333,30,2.168,96.027
FiCa,fica/spontF_181_okay.wav,okay,3.680,3.383,3.724,-0.014,-0.662,-0.343,-0.676,-2.302,39,1.644,98.215
FiCa,fica/spontA_016_yeah.wav,yeah,3.600,3.435,3.597,-0.002,-0.557,0.109,-2.864,5.638,61,1.915,93.668
FiCa,fica/PR_014_yes.wav,yes,3.831,3.044,3.535,-0.092,-0.347,-0.075,9.632,2.709,40,2.392,97.112
FiCa,fica/spontE_240_yeah.wav,yeah,3.726,3.638,3.867,-0.014,-0.541,0.089,-3.379,5.349,74,3.666,99.719
FiCa,fica/spontF_020_yeah.wav,yeah,3.476,3.288,3.618,0.320,-0.331,-0.027,7.645,3.268,26,5.327,101.661
FiCa,fica/PR_020_yep.wav,yep,3.492,2.117,3.017,0.023,-0.059,0.342,8.144,3.952,26,4.112,95.202
FiCa,fica/spontC_180_mhm.wav,mhm,3.285,2.854,3.295,-0.417,-0.096,-0.226,-1.669,4.002,31,3.555,96.897
FiCa,fica/NS_104_ah.wav,ah,3.051,3.432,3.273,-0.155,-0.428,-0.299,-3.276,6.045,42,1.140,94.319
FiCa,fica/spontD_152_uh-huh.wav,uh-huh,2.866,2.559,2.795,-0.339,0.026,-0.212,-1.595,5.285,34,1.518,93.542
FiCa,fica/spontF_569_oh.wav,oh,3.236,3.541,3.382,-0.275,-0.552,-0.150,-4.261,6.599,81,0.964,93.120
FiCa,fica/spontC_278_yeah.wav,yeah,3.372,2.987,3.392,0.398,-0.261,0.017,7.572,2.378,46,2.797,92.974
FiCa,fica/PS_038_wow.wav,wow,3.967,4.361,4.253,-0.282,-0.653,-0.177,-0.406,14.705,102,3.499,93.425
FiCa,fica/spontF_616_oh.wav,oh,3.237,3.418,3.424,-0.026,-0.669,-0.253,-4.181,6.311,24,0.785,99.797
FiCa,fica/spontE_089_uh-huh.wav,uh-huh,3.017,2.812,2.984,-0.362,-0.086,-0.265,-1.947,4.843,25,2.229,96.073
FiCa,fica/spontE_331_yeah.wav,yeah,3.859,3.097,3.783,0.181,-0.433,0.061,6.979,1.903,48,3.637,97.872
FiCa,fica/spontE_329_yeah.wav,yeah,4.144,3.416,4.215,0.220,-0.516,-0.122,6.474,3.343,41,3.047,97.772
FiCa,fica/PS_153_ooh.wav,ooh,2.974,3.378,3.112,-0.356,-0.536,-0.061,-2.688,5.980,52,5.012,92.792
FiCa,fica/spontD_277_uh-huh.wav,uh-huh,3.148,3.070,3.118,-0.288,-0.198,-0.408,-2.689,5.993,23,4.041,95.959
FiCa,fica/spontB_136_yeah.wav,yeah,3.377,2.602,3.151,0.193,-0.273,0.262,7.349,2.155,52,2.353,92.887
FiCa,fica/spontC_370_uh-huh.wav,uh-huh,3.588,3.320,3.724,-0.403,-0.332,-0.360,-2.503,3.909,26,6.138,96.273
FiCa,fica/spontA_059_mhm.wav,mhm,3.500,3.100,3.550,-0.297,-0.264,-0.252,-1.957,4.177,32,6.526,99.385
FiCa,fica/spontB_234_uh-huh.wav,uh-huh,3.445,3.204,3.346,-0.238,-0.186,-0.490,-2.712,6.070,26,3.711,95.531
FiCa,fica/spontA_093_uh-huh.wav,uh-huh,3.135,2.950,3.113,-0.346,-0.146,-0.423,-2.257,4.638,31,4.593,95.133
FiCa,fica/spontC_084_yeah.wav,yeah,3.610,2.815,3.529,0.177,-0.066,-0.208,8.096,2.465,19,6.460,94.584
FiCa,fica/spontE_196_yeah.wav,yeah,3.102,2.695,3.028,0.378,-0.428,0.147,7.518,2.672,63,4.407,93.980
FiCa,fica/spontB_297_yeah.wav,yeah,3.312,2.902,3.233,0.257,0.022,-0.373,-1.715,2.257,29,3.729,93.539
FiCa,fica/PS_040_oh.wav,oh,3.590,3.984,3.971,-0.221,-0.854,-0.247,-3.850,6.072,149,7.367,94.383
FiCa,fica/spontD_137_mhm.wav,mhm,3.051,2.824,3.042,-0.320,-0.082,-0.288,-1.992,4.122,26,1.464,94.496
FiCa,fica/spontB_140_uh-huh.wav,uh-huh,3.295,3.338,3.429,-0.419,-0.337,-0.316,-2.920,5.936,32,3.822,95.949
FiCa,fica/PS_192_wow.wav,wow,3.978,4.365,4.082,-0.167,-0.313,-0.490,-0.703,14.775,34,3.943,93.505
FiCa,fica/spontA_331_mhm.wav,mhm,3.009,2.322,2.875,-0.479,-0.050,0.090,-1.273,3.574,40,2.991,93.062
FiCa,fica/PS_050_oh.wav,oh,3.242,3.416,3.330,-0.373,-0.393,-0.322,-3.766,6.611,41,0.493,95.090
FiCa,fica/PR_010_yeah.wav,yeah,3.368,2.693,2.982,0.200,-0.127,-0.013,7.400,1.937,44,2.095,94.665
FiCa,fica/spontA_351_uh-huh.wav,uh-huh,3.449,3.092,3.428,-0.316,-0.134,-0.543,-2.100,4.250,31,5.822,95.571
FiCa,fica/PR_045_mhm.wav,mhm,3.384,2.991,3.430,-0.501,-0.358,0.065,-1.231,4.599,69,5.556,94.910
FiCa,fica/spontA_329_uh-huh.wav,uh-huh,2.999,2.546,2.880,-0.498,-0.193,-0.013,-1.623,3.637,51,1.607,93.417
FiCa,fica/spontA_148_ah.wav,ah,3.329,3.543,3.613,-0.189,-0.707,-0.198,-3.536,5.725,72,2.867,94.283
FiCa,fica/PS_031_wow.wav,wow,3.961,4.329,4.129,-0.191,-0.373,-0.465,-0.565,14.651,39,5.036,93.553
FiCa,fica/spontD_267_yeah.wav,yeah,3.354,2.573,3.019,0.314,-0.298,0.196,7.245,1.915,49,1.060,94.773
FiCa,fica/PS_004_oh.wav,oh,3.057,3.572,3.425,-0.131,-0.654,-0.178,-4.367,6.936,54,2.374,92.259
FiCa,fica/spontC_008_yeah.wav,yeah,3.465,2.964,3.256,0.135,-0.186,0.123,7.587,2.466,51,3.276,94.062
FiCa,fica/PS_127_wow.wav,wow,3.326,3.656,3.313,-0.087,-0.420,-0.268,-0.561,14.164,78,2.042,93.135
FiCa,fica/spontE_172_yeah.wav,yeah,3.366,2.944,3.210,0.215,-0.133,-0.036,7.202,2.604,51,2.232,93.688
FiCa,fica/spontD_047_uh-huh.wav,uh-huh,3.264,3.307,3.348,-0.070,-0.201,-0.585,-3.082,6.727,24,3.190,95.450
FiCa,fica/spontD_254_mhm.wav,mhm,3.240,2.882,3.120,-0.408,-0.030,-0.294,-1.891,3.919,30,4.754,96.908
FiCa,fica/spontB_316_yeah.wav,yeah,3.085,2.670,3.035,-0.083,-0.119,-0.194,-1.862,4.836,40,1.511,96.401
FiCa,fica/spontA_285_mhm.wav,mhm,3.013,2.612,2.878,-0.438,-0.010,-0.098,-1.208,3.750,32,1.076,95.388
FiCa,fica/spontE_092_uh-huh.wav,uh-huh,3.194,2.621,3.001,-0.439,-0.082,-0.249,-1.572,3.568,33,3.515,96.211
FiCa,fica/spontC_010_yeah.wav,yeah,3.215,2.853,2.873,0.385,-0.031,0.059,7.289,2.697,12,0.234,91.764
FiCa,fica/NS_093_ah.wav,ah,2.933,3.285,3.032,-0.189,-0.314,-0.308,-2.337,5.973,41,1.559,94.005
FiCa,fica/spontD_230_yeah.wav,yeah,3.397,3.163,3.428,0.150,-0.160,-0.286,-2.623,6.499,31,1.904,96.929
FiCa,fica/spontF_299_yeah.wav,yeah,3.170,2.928,3.141,-0.094,-0.027,-0.552,-2.258,4.846,29,1.387,96.141
FiCa,fica/Sy_062_oh.wav,oh,3.409,3.689,3.674,-0.207,-0.670,-0.328,-4.107,6.389,103,3.197,95.984
FiCa,fica/spontF_572_oh.wav,oh,3.513,3.711,3.910,-0.199,-0.671,-0.245,-4.281,6.919,63,5.519,98.616
FiCa,fica/spontF_047_yeah.wav,yeah,3.285,2.399,3.015,0.380,-0.067,0.149,7.441,2.186,35,3.510,91.924
FiCa,fica/spontA_117_yeah.wav,yeah,3.570,2.596,3.319,0.072,-0.174,0.110,7.513,2.274,38,4.728,95.359
FiCa,fica/sun1_011_yeah.wav,yeah,3.410,2.552,3.017,0.182,-0.065,0.075,7.503,2.316,38,3.619,94.411
FiCa,fica/spontA_075_mhm.wav,mhm,3.320,2.702,3.216,-0.369,-0.130,-0.216,-1.379,3.849,38,2.987,97.021
FiCa,fica/spontC_091_uh-huh.wav,uh-huh,3.491,3.355,3.631,-0.263,-0.146,-0.443,-2.314,4.651,31,3.947,97.895
FiCa,fica/spontF_482_mhm.wav,mhm,3.043,2.864,3.085,-0.362,-0.032,-0.334,-1.759,3.960,26,2.962,95.943
FiCa,fica/spontD_401_uh-huh.wav,uh-huh,3.404,3.427,3.725,-0.377,-0.550,-0.146,-2.833,4.412,27,4.823,99.957
FiCa,fica/spontF_286_uh-huh.wav,uh-huh,2.993,2.404,2.852,-0.375,0.064,-0.280,-1.066,3.828,31,3.173,93.420
FiCa,fica/spontA_102_ooh.wav,ooh,2.702,2.718,2.709,-0.065,-0.201,-0.179,-1.870,5.148,31,2.098,92.533
FiCa,fica/sun_031_absolutely.wav,absolutely,4.054,2.690,3.454,-0.152,-0.199,0.323,12.808,11.307,82,1.605,94.694
FiCa,fica/NS_101_oh.wav,oh,3.081,3.457,3.184,-0.313,-0.481,-0.269,-4.155,6.702,59,1.407,94.166
FiCa,fica/sun1_021_yeah.wav,yeah,3.303,2.435,2.859,0.161,-0.119,0.149,7.661,1.970,42,2.210,94.853
FiCa,fica/spontF_329_yes.wav,yes,4.017,2.980,3.973,-0.114,-0.405,-0.021,9.359,2.631,38,1.995,98.240
FiCa,fica/PS_132_wow.wav,wow,3.436,3.860,3.503,-0.126,-0.401,-0.289,-1.012,14.828,77,2.899,93.174
FiCa,fica/spontA_358_mhm.wav,mhm,3.061,2.608,2.944,-0.395,-0.056,-0.216,-1.564,3.721,27,2.109,95.704
FiCa,fica/spontA_253_mhm.wav,mhm,2.974,2.545,2.781,-0.359,0.179,-0.333,-1.054,3.911,25,3.375,94.314
FiCa,fica/spontC_507_yes.wav,yes,3.742,2.779,3.646,-0.112,-0.228,-0.234,9.284,2.705,15,1.439,97.525
FiCa,fica/spontF_630_yeah.wav,yeah,3.658,3.085,3.532,0.219,-0.385,-0.009,7.677,2.539,39,1.044,97.772
FiCa,fica/PS_198_ah.wav,ah,3.429,3.845,3.623,-0.218,-0.678,-0.219,-3.625,5.822,97,7.646,95.314
FiCa,fica/spontF_478_uh-huh.wav,uh-huh,3.436,3.608,3.628,-0.328,-0.385,-0.422,-2.815,5.839,29,6.862,97.472
FiCa,fica/sun1_020_yeah.wav,yeah,3.305,2.708,2.927,0.320,-0.155,0.108,6.899,2.325,35,2.122,94.099
FiCa,fica/spontE_031_ooh.wav,ooh,3.289,3.594,3.368,-0.165,-0.696,-0.294,-3.721,6.284,51,1.966,94.600
FiCa,fica/spontB_376_yeah.wav,yeah,3.666,3.519,3.889,-0.046,-0.346,-0.192,-2.387,4.956,50,6.842,100.470
FiCa,fica/sun2_022_yeah.wav,yeah,3.869,3.230,3.669,0.248,-0.361,-0.212,8.205,3.156,39,7.383,95.370
FiCa,fica/spontA_282_mhm.wav,mhm,3.489,2.932,3.512,-0.474,-0.134,-0.294,-1.759,3.998,34,6.096,96.521
FiCa,fica/spontA_108_oh.wav,oh,2.987,3.174,3.030,-0.232,-0.479,-0.016,-3.017,5.883,69,2.071,94.731
FiCa,fica/PS_119_wow.wav,wow,3.810,3.748,3.859,-0.239,-0.567,-0.033,-3.465,5.527,153,10.134,93.637
FiCa,fica/spontD_162_yeah.wav,yeah,3.642,2.904,3.642,0.278,-0.470,0.189,8.867,2.546,47,13.353,93.056
FiCa,fica/sun1_032_right.wav,right,3.760,2.403,3.224,-0.372,0.224,0.195,6.348,9.413,40,2.123,94.700
FiCa,fica/spontB_307_mhm.wav,mhm,3.419,3.218,3.518,-0.433,-0.201,-0.208,-1.822,4.551,37,5.502,96.177
FiCa,fica/NegS_044_wow.wav,wow,3.708,3.986,3.778,-0.215,-0.399,-0.256,-0.911,14.861,81,13.666,90.607
FiCa,fica/PS_176_wow.wav,wow,3.437,3.681,3.446,-0.159,-0.277,-0.226,-0.894,14.824,63,1.052,93.077
FiCa,fica/spontD_258_yeah.wav,yeah,3.260,2.380,2.879,0.257,0.004,-0.045,7.757,2.320,26,1.809,94.259
FiCa,fica/sun1_028_yes.wav,yes,3.887,2.829,3.555,-0.134,-0.193,-0.060,9.600,2.996,50,2.908,95.178
FiCa,fica/spontF_514_oh.wav,oh,2.997,3.155,3.144,-0.312,-0.484,-0.160,-3.326,6.296,55,0.885,94.522
FiCa,fica/spontB_393_yeah.wav,yeah,3.006,2.661,2.836,0.179,0.142,-0.279,7.418,2.755,18,1.698,95.140
FiCa,fica/PR_034_yeah.wav,yeah,3.791,3.177,3.694,0.100,-0.440,0.029,6.820,1.710,54,4.007,94.595
FiCa,fica/spontD_199_uh-huh.wav,uh-huh,3.153,2.489,2.911,-0.347,0.054,-0.380,-1.236,3.404,29,1.917,94.224
FiCa,fica/spontE_271_mhm.wav,mhm,3.028,2.672,3.002,-0.346,0.038,-0.279,-1.574,5.047,39,2.494,93.688
FiCa,fica/sun1_003_mhm.wav,mhm,3.257,2.661,3.191,-0.468,-0.223,-0.047,-1.321,3.729,55,3.879,94.413
FiCa,fica/PS_057_wow.wav,wow,3.668,4.078,3.769,-0.138,-0.382,-0.415,-1.023,14.732,51,2.170,93.443
FiCa,fica/spontE_366_yeah.wav,yeah,3.622,3.417,3.730,0.042,-0.647,0.213,-3.337,5.544,75,1.614,95.789
FiCa,fica/spontE_379_yeah.wav,yeah,3.784,3.127,3.704,-0.140,-0.452,0.200,-1.761,2.996,68,3.167,96.014
FiCa,fica/spontB_225_mhm.wav,mhm,3.329,2.814,3.234,-0.385,-0.054,-0.325,-1.797,4.350,33,3.919,95.902
FiCa,fica/spontF_278_oh.wav,oh,3.416,3.899,3.685,-0.206,-0.744,-0.251,-3.709,6.062,73,5.407,97.829
FiCa,fica/sun_008_yes.wav,yes,3.944,3.151,3.662,-0.089,-0.317,-0.052,9.406,2.957,47,2.706,97.706
FiCa,fica/spontD_032_oh.wav,oh,3.211,3.791,3.406,-0.315,-0.552,-0.364,-3.779,6.557,36,3.989,94.713
FiCa,fica/spontB_023_yeah.wav,yeah,3.373,2.883,3.302,0.244,-0.442,0.196,7.064,1.912,61,0.382,92.146
FiCa,fica/spontA_408_mhm.wav,mhm,3.290,2.908,3.250,-0.347,-0.083,-0.321,-1.883,4.182,31,4.847,96.835
FiCa,fica/spontA_288_mhm.wav,mhm,3.234,2.536,3.063,-0.407,0.005,-0.298,-1.261,3.919,36,1.588,95.605
FiCa,fica/spontD_034_uh-huh.wav,uh-huh,3.802,3.462,3.943,-0.334,-0.340,-0.517,-2.266,2.263,28,7.537,96.317
FiCa,fica/spontC_111_mhm.wav,mhm,3.266,3.102,3.470,-0.323,-0.087,-0.372,-2.046,4.764,27,4.048,97.184
FiCa,fica/PS_197_oh.wav,oh,3.674,4.238,4.049,-0.319,-0.722,-0.200,-3.711,6.248,70,14.338,97.005
FiCa,fica/spontE_219_yeah.wav,yeah,3.443,2.474,3.078,0.255,0.146,-0.060,7.681,2.653,30,3.018,95.510
FiCa,fica/PS_014_oh.wav,oh,3.420,4.015,3.709,-0.187,-0.619,-0.490,-3.793,6.263,65,19.517,90.375
FiCa,fica/sun1_027_yes.wav,yes,3.555,2.354,3.052,0.017,-0.030,-0.114,9.287,2.652,32,0.764,96.126
FiCa,fica/spontC_109_oh.wav,oh,3.331,3.684,3.757,0.078,-0.453,-0.372,-4.368,6.969,35,3.213,93.944
FiCa,fica/spontD_280_yeah.wav,yeah,3.881,3.437,3.980,0.182,-0.602,-0.025,-3.371,5.845,50,13.973,94.042
FiCa,fica/spontE_168_yeah.wav,yeah,3.936,3.352,4.096,0.126,-0.578,0.109,8.892,2.221,52,2.811,100.844
FiCa,fica/spontA_390_mhm.wav,mhm,3.083,2.689,3.141,-0.503,-0.315,0.100,-0.938,4.428,55,1.714,93.829
FiCa,fica/spontE_019_yeah.wav,yeah,3.639,2.693,3.521,0.270,-0.427,0.319,7.318,1.908,50,12.537,86.230
FiCa,fica/spontF_560_yeah.wav,yeah,3.426,3.045,3.294,-0.051,-0.205,-0.081,-2.367,4.725,33,1.750,96.297
FiCa,fica/spontB_135_yeah.wav,yeah,2.993,2.635,2.716,0.429,0.126,-0.040,7.457,2.732,21,1.998,93.365
FiCa,fica/spontA_297_yeah.wav,yeah,3.444,2.962,3.232,0.224,-0.120,-0.076,7.762,2.546,29,2.673,95.782
FiCa,fica/spontC_166_yeah.wav,yeah,3.696,3.068,3.581,0.069,-0.464,0.159,7.045,1.801,55,15.368,89.357
FiCa,fica/NegS_062_ooh.wav,ooh,3.155,3.362,3.368,-0.159,-0.552,-0.143,-3.713,6.253,40,1.288,96.500
FiCa,fica/spontD_382_yeah.wav,yeah,3.369,2.734,3.300,0.161,-0.053,0.022,8.231,2.809,23,4.223,93.466
FiCa,fica/spontA_071_oh.wav,oh,3.408,3.814,3.836,0.052,-0.651,-0.427,-4.144,6.798,37,5.496,96.571
FiCa,fica/spontF_111_yeah.wav,yeah,3.985,3.753,4.121,-0.056,-0.830,0.132,-3.653,5.866,80,9.986,100.209
FiCa,fica/spontE_073_yeah.wav,yeah,3.169,2.634,3.074,0.339,-0.073,-0.058,7.496,2.810,33,2.612,95.870
FiCa,fica/PS_080_wow.wav,wow,3.695,4.226,3.774,-0.158,-0.347,-0.314,-0.796,14.806,65,1.936,92.325
FiCa,fica/spontC_324_yeah.wav,yeah,3.543,2.840,3.359,0.287,-0.115,-0.039,7.440,2.571,37,14.906,89.722
FiCa,fica/Sy_041_oh.wav,oh,3.534,3.885,3.840,-0.226,-0.765,-0.215,-3.925,6.078,135,9.226,94.237
FiCa,fica/PS_160_wow.wav,wow,3.681,4.135,3.767,-0.172,-0.292,-0.349,-0.673,14.900,55,14.748,87.052
FiCa,fica/spontF_074_okay.wav,okay,3.684,3.356,3.820,0.034,-0.576,-0.323,-0.786,-2.493,33,5.687,95.926
FiCa,fica/spontA_0101_mhm.wav,mhm,3.591,3.222,3.797,-0.443,-0.325,-0.264,-1.986,4.152,34,8.408,98.085
FiCa,fica/spontF_076_ah.wav,ah,3.381,3.744,3.591,-0.237,-0.702,-0.280,-3.540,5.840,78,4.585,97.156
FiCa,fica/spontB_381_yeah.wav,yeah,3.416,3.105,3.547,0.406,-0.293,-0.185,7.741,3.310,23,4.621,97.894
FiCa,fica/PS_154_wow.wav,wow,3.675,4.176,3.870,-0.075,-0.545,-0.314,-0.471,14.758,108,3.464,91.788
FiCa,fica/Sy_065_oh.wav,oh,3.183,3.423,3.223,-0.310,-0.575,-0.116,-3.786,6.216,96,2.844,93.427
FiCa,fica/PS_111_oh.wav,oh,2.848,3.431,2.906,-0.161,-0.229,-0.291,-2.830,6.429,53,2.428,91.620
FiCa,fica/sun1_009_mhm.wav,mhm,3.122,2.398,2.928,-0.417,-0.212,0.028,-0.999,4.493,56,1.515,94.782
FiCa,fica/spontC_330_mhm.wav,mhm,3.124,2.929,3.267,-0.287,-0.146,-0.388,-2.030,4.155,26,2.722,96.621
FiCa,fica/spontD_233_yeah.wav,yeah,3.564,3.374,3.515,0.146,-0.458,0.082,-2.977,5.559,68,3.538,94.920
FiCa,fica/spontA_092_ooh.wav,ooh,3.107,3.355,3.249,-0.254,-0.614,-0.182,-3.793,6.315,58,2.925,94.036
FiCa,fica/spontF_116_uh-huh.wav,uh-huh,3.307,3.307,3.535,-0.353,-0.321,-0.255,-2.076,4.541,38,3.524,95.994
FiCa,fica/PS_140_ooh.wav,ooh,3.559,3.811,3.739,-0.163,-0.693,-0.139,-3.763,5.616,99,12.932,95.169
FiCa,fica/spontD_198_yeah.wav,yeah,3.125,2.427,2.695,0.204,-0.097,0.185,7.485,2.314,37,2.757,92.535
FiCa,fica/spontC_496_mhm.wav,mhm,3.390,3.148,3.606,-0.349,-0.335,-0.172,-1.942,4.083,38,7.009,98.132
FiCa,fica/NS_037_uh-huh.wav,uh-huh,3.468,3.284,3.444,-0.396,-0.475,-0.105,-3.181,5.507,69,4.062,93.095
FiCa,fica/spontC_255_yeah.wav,yeah,2.980,2.580,2.852,0.020,0.032,-0.339,6.220,2.673,27,14.980,84.784
FiCa,fica/PS_171_wow.wav,wow,3.816,4.006,4.027,-0.063,-0.627,-0.247,-0.195,14.575,174,14.304,90.547
